,ID,q3_lat,q3_long,q3_district,q4_lat,q4_long,q4_district,q56,q1_Impo,q6_motcode,Avg_Income
2949,106444,"45,070511907175444",7.65343322884871,Torino,"45,03770885001753","7,651562119577989",Torino,8.0,3,9,4250.5
2950,106451,"45,05175401478323",7.64167442321775,Torino,"45,05202687890358","7,681328201293923",Torino,5.0,3,5,2750.5
2952,106472,"45,00176761820835",7.65446319580075,Nichelino,"45,0679416996905","7,694803619384857",Torino,10.0,3,1,6500.5
2953,106492,"45,062606939089044",7.6863492965698,Torino,"45,037260027490404","7,651287460327126",Torino,10.0,3,2,6500.5
2954,106499,"45,40953818785395",7.54056930541992,Sparone,"45,0555761842945","7,6622772216796875",Torino,9.0,2,2,5500.5
2955,106506,"44,94392288110511",7.62863159179687,Vinovo,"45,04170889649456","7,629532814025879",Torino,15.0,1,2,15000.0
2956,106508,"45,10333468454017",7.67412185668945,Torino,"45,07473286453296","7,568550109863281",Collegno,3.0,6,2,1750.5
2957,106521,"45,0711241322646",7.65493526458738,Torino,"45,01500619738046","7,639671564102173",Torino,2.0,1,5,1250.5
2958,106535,"45,0712150563059",7.60639801025388,Torino,"45,09162384218487","7,680276775360085",Torino,14.0,1,5,12500.5
2959,106536,"45,05545491903917",7.68356323242187,Torino,"45,04157592784087","7,6758599281311035",Torino,4.0,3,5,2250.5
2960,106541,"44,51144169455137",7.68939971923828,Fossano,"45,01794130257777","7,615070343017578",Torino,3.0,3,1,1750.5
2962,106545,"45,05251961510112",7.65794277191162,Torino,"45,029198044941246","7,557274103164673",Orbassano,5.0,3,1,2750.5
2964,106550,"44,702167977238744",7.84723892211911,Bra,"45,06557749221499","7,662788772582985",Torino,5.0,1,1,2750.5
2965,106557,"45,44423504101771",8.61122131347656,Novara,"45,07158094070473","7,680816650390625",Torino,15.0,1,1,15000.0
2966,106558,"44,56900658978844",7.43027343749997,Piasco,"45,06430441691888","7,692486190795876",Torino,3.0,3,2,1750.5
2967,106562,"45,06898737565334",7.65059008598325,Torino,"45,067456742026266","7,590776824951149",Grugliasco,4.0,3,1,2250.5
2969,106576,"45,19794348975939",7.78561248779294,Volpiano,"45,03522815006143","7,67424716949472",Torino,4.0,3,1,2250.5
2970,106583,"45,05906245041115",7.66111850738525,Torino,"45,04918667100542","7,6739501953125",Torino,5.0,3,5,2750.5
2971,106584,"45,119868960929516",7.65377655029306,Torino,"45,06507735887267","7,688173198699928",Torino,8.0,3,5,4250.5
2972,106594,"44,36166039985622",7.64614105224609,Beinette,"45,04208384761084","7,6715898513793945",Torino,9.0,1,1,5500.5
2973,106597,"45,04253650651651",7.78046264648435,Pino Torinese,"45,08036733626557","7,680212402343727",Torino,4.0,1,2,2250.5
2974,106613,"45,21596410004036",7.62734069824216,San Maurizio Canavese,"45,07576107394421","7,703043365478493",Torino,3.0,3,2,1750.5
2975,106623,"45,06581997953317",7.67952575683591,Torino,"45,05175401478323","7,66716613769529",Torino,15.0,6,5,15000.0
2976,106625,"45,05951497496167",7.67999782562264,Torino,"45,06528953718868","7,688259029388519",Torino,7.0,3,5,3750.5
2977,106629,"45,04608421018966",7.67042770385751,Torino,"45,049571054954036","7,673775100708099",Torino,4.0,3,11,2250.5
2978,106641,"45,56340073909289",8.12588825225839,Vigliano Biellese,"45,0340757099036","7,666393661499001",Torino,15.0,3,1,15000.0
2979,106645,"45,06751007993507",7.65189170837402,Torino,"45,07283491199226","7,699946165084839",Torino,3.0,3,5,1750.5
2980,106661,"45,06324349918169",7.65944137573251,Torino,"45,06721426165121","7,5885452270507585",Grugliasco,15.0,3,1,15000.0
2982,106666,"45,073632067371584",7.67214163541802,Torino,"45,06247053243273","7,662198686599709",Torino,15.0,3,11,15000.0
2983,106674,"45,03962540584831",7.64673843383786,Torino,"45,03413636522734","7,667981529235817",Torino,8.0,3,5,4250.5
2984,106684,"45,07745816115898",7.66956939697263,Torino,"45,042172627033366","7,654806518554665",Torino,4.0,1,2,2250.5
2985,106700,"45,081261271781344",7.63334884643563,Torino,"45,10460470194069","7,700039291381927",Torino,15.0,1,5,15000.0
2986,106706,"45,07438973004688",7.64825119972226,Torino,"45,08156619150181","7,614184463024117",Torino,3.0,1,5,1750.5
2987,106707,"45,1463719952659",7.38487243652343,Rubiana,"45,06825304776906","7,6948606967926025",Torino,6.0,1,1,3250.5
2988,106721,"45,078458206808754",7.68501892089841,Torino,"45,07373056408741","7,699567222595192",Torino,2.0,3,5,1250.5
2989,106732,"45,14071064729544",7.77299001216897,Settimo Torinese,"45,03789686974435","7,6511587142945245",Torino,5.0,3,1,2750.5
2992,106760,"45,037347510266024",7.65523508191108,Torino,"45,01773368864694","7,616394013166428",Torino,12.0,3,5,8500.5
2993,106769,"45,02543386040913",7.65240669250488,Torino,"45,065410781587026","7,688484334945656",Torino,2.0,3,5,1250.5
2994,106783,"45,00516613441334",7.5360168457031,Orbassano,"45,06969963673288","7,68364562988279",Torino,12.0,3,1,8500.5
2995,106788,"45,07558142970866",7.60367631912231,Collegno,"45,037952130580386","7,652041912078857",Torino,3.0,3,5,1750.5
2996,106794,"44,84813890993626",8.14369812011716,Antignano,"45,01305476978546","7,6157535552979425",Torino,2.0,3,5,1250.5
2998,106809,"45,076821759359916",7.64403476715097,Torino,"45,027979521972505","7,556272888183571",Orbassano,12.0,3,2,8500.5
3000,106833,"45,03591808668119",7.66849651336667,Torino,"45,10998097315346","7,6296366691590265",Torino,12.0,1,5,8500.5
3001,106835,"45,05849944046192",7.68336668014524,Torino,"44,841688225135506","7,495504760742165",Vigone,9.0,1,2,5500.5
3003,106854,"45,10978410454807",7.75823249816892,San Mauro Torinese,"45,04287557887433","7,677471184730507",Torino,8.0,3,1,4250.5
3004,106856,"45,06424850982172",7.71129369724803,Torino,"45,024403565216886","7,643444538007316",Torino,7.0,4,2,3750.5
3005,106875,"44,821844799739075",7.21054687499997,Torre Pellice,"45,08145823874336","7,610947036743141",Torino,6.0,1,2,3250.5
3006,106876,"45,0191899291093",7.62245178222656,Torino,"45,06852795457983","7,695193290710449",Torino,10.0,3,5,6500.5
3007,106887,"44,94782063953253",7.63313598632817,Vinovo,"45,01548182362779","7,6314605712891534",Torino,5.0,1,2,2750.5
3008,106892,"44,86328909231859",7.71699085235593,Carmagnola,"45,04847954379533","7,680620098113991",Torino,2.0,3,6,1250.5
3009,106901,"45,05708978805325",7.67746582031247,Torino,"45,03865500604338","7,674633407592864",Torino,2.0,3,9,1250.5
3011,106916,"45,34462016215796",7.7118980884552,Rivarolo Canavese,"45,0711774667512","7,693414986133575",Torino,5.0,3,1,2750.5
3013,106920,"44,98666909386054",7.64575138092038,Nichelino,"45,068305415238626","7,694803619384857",Torino,4.0,3,5,2250.5
3014,106922,"44,95270944414935",7.51507415771482,Volvera,"45,067820460660144","7,694975280761696",Torino,14.0,3,1,12500.5
3015,106923,"45,02097454128846",7.61371850967407,Torino,"45,11478957312219","7,706844806671143",Torino,4.0,1,1,2250.5
3016,106933,"45,06678725815604",7.70254897652193,Torino,"45,07542164823336","7,643408198934026",Torino,14.0,1,10,12500.5
3017,106934,"45,06755716548979",7.7020271301269,Torino,"45,048147117631075","7,681887817382858",Torino,14.0,3,5,12500.5
3019,106946,"45,16515311463628",7.64999999999997,Caselle Torinese,"45,068214486568586","7,694760704040618",Torino,15.0,3,1,15000.0
3020,106951,"45,068826732352925",7.70520302651675,Torino,"45,052524958616075","7,6817562281758",Torino,15.0,3,1,15000.0
3021,106952,"45,01730204650543",7.66647949218747,Torino,"45,06806293846371","7,6946319580079034",Torino,6.0,3,1,3250.5
3025,106977,"45,23675931648638",7.5964416503906,Ciriè,"45,06388005218659","7,676092529296852",Torino,2.0,3,6,1250.5
3026,106981,"45,34227648372799",7.69108199863694,Oglianico,"45,06314258611315","7,666809065267444",Torino,2.0,1,2,1250.5
3027,106990,"45,06139442406647",7.68656387329099,Torino,"45,07363964404806","7,69986763000486",Torino,4.0,3,9,2250.5
3030,107019,"45,087278222585695",7.51602172851562,Alpignano,"45,1162955520306","7,711197280883766",Torino,7.0,1,2,3750.5
3031,107021,"45,01747897690605",7.62148790003266,Torino,"44,997388461602505","7,687306312727742",Moncalieri,8.0,1,2,4250.5
3032,107024,"44,816915517828555",8.22635650634765,Montegrosso d'Asti,"45,06867700126462","7,6915642619133",Torino,4.0,3,1,2250.5
3033,107026,"45,23818182562703",7.56887197494506,Nole,"45,0419170684821","7,674572467803955",Torino,2.0,3,1,1250.5
3034,107035,"45,072126478422476",7.66845703125,Torino,"45,06794169969055","7,6947392463683855",Torino,2.0,3,5,1250.5
3035,107037,"45,076852064368204",7.62476577758786,Torino,"45,07351841710391","7,699695968628021",Torino,14.0,3,1,12500.5
3036,107041,"45,099879222963246",7.72810592651376,Torino,"45,09224493069326","7,661157989502044",Torino,5.0,3,5,2750.5
3037,107060,"45,1544407280088",7.4385990142822,Val della Torre,"45,06946474310244","7,68889203071592",Torino,8.0,3,1,4250.5
3038,107064,"45,0840111721565",7.67471923828134,Torino,"45,07221521121338","7,667616748809905",Torino,15.0,1,5,15000.0
3039,107069,"45,02440255437027",7.6367855072021396,Torino,"44,90081492672946","8,210306167602539",Asti,7.0,3,1,3750.5
3040,107089,"45,0631980308387",7.64755382537839,Torino,"45,065941222806565","7,589832687378021",Grugliasco,3.0,3,9,1750.5
3041,107095,"45,01725114925129",7.80604362487793,Chieri,"45,073626680295845","7,698755264282227",Torino,6.0,3,1,3250.5
3042,107101,"45,04884338316259",7.66510620117185,Torino,"45,058302394365114","7,66716613769529",Torino,7.0,4,2,3750.5
3044,107106,"45,07509434732004",7.64854087829587,Torino,"44,6394044465954","7,682958984374977",Savigliano,15.0,1,1,15000.0
3045,107131,"45,115205314933704",7.70716323852536,Torino,"45,09500187619292","7,682057762145973",Torino,4.0,3,2,2250.5
3048,107154,"45,37159205481208",8.0722011566163,Alice Castello,"45,04129324206077","7,67439737319944",Torino,4.0,3,1,2250.5
3050,107167,"45,08788201972225",7.65798225402829,Torino,"45,072275826099855","7,692486190795989",Torino,10.0,3,5,6500.5
3052,107175,"45,108996623336196",7.6588834762573,Torino,"45,07336688306207","7,699653053283669",Torino,8.0,3,9,4250.5
3053,107183,"45,26551164254885",7.74721525842323,Rivarolo Canavese,"45,0690377855552","7,693753675921471",Torino,4.0,3,1,2250.5
3055,107193,"44,98404351734654",7.74113073348996,Trofarello,"45,07444306148603","7,675776779651642",Torino,5.0,1,4,2750.5
3056,107199,"44,75764169561084",8.28737869262693,San Marzano Oliveto,"45,04672095422717","7,678066635131927",Torino,3.0,3,1,1750.5
3057,107204,"45,09486554685115",7.51917257308969,Alpignano,"45,07388209716493","7,6996315956115495",Torino,5.0,3,1,2750.5
3058,107213,"45,090005109822656",7.78106689453125,Baldissero Torinese,"45,108362761157835","7,717380523681641",Torino,15.0,1,2,15000.0
3059,107219,"45,0211849952666",7.46735229492185,Bruino,"45,06921469398344","7,685190582275368",Torino,3.0,3,1,1750.5
3060,107231,"45,105907169048685",7.72866382598874,Torino,"45,07857942327397","7,682014846801735",Torino,5.0,1,2,2750.5
3061,107233,"45,15559074171284",7.437483215332,Val della Torre,"45,068807162678084","7,6772323608398665",Torino,15.0,1,1,15000.0
3062,107239,"45,03277160489332",7.67162933349607,Torino,"45,03586501492882","7,654806518554665",Torino,2.0,1,1,1250.5
3063,107247,"45,13051215363948",7.75610818862912,Settimo Torinese,"45,068093248116845","7,694503211975075",Torino,15.0,3,6,15000.0
3064,107255,"45,05393689129476",7.68227233886716,Torino,"45,07370025742371","7,698923492431732",Torino,15.0,3,9,15000.0
3065,107259,"45,32728688147522",8.41646804809568,Vercelli,"45,0679416996905","7,694674873352142",Torino,15.0,3,1,15000.0
3066,107262,"45,076197641779316",7.67084598530345,Torino,"45,06511522772687","7,688663005825447",Torino,2.0,3,5,1250.5
3067,107283,"45,023581371291705",7.65124454498288,Torino,"45,06497126941938","7,590776824951149",Grugliasco,4.0,1,1,2250.5
3069,107292,"45,12223310966251",7.37225532531738,Villar Dora,"45,08173096110823","7,611333274841286",Torino,4.0,1,2,2250.5
3071,107297,"45,043506840490245",7.6733459472656,Torino,"45,438993562285006","9,185339355468727",Milano,6.0,1,9,3250.5
3072,107306,"44,59762821879243",7.74084320277904,Fossano,"45,0692419710124","7,679723167353927",Torino,15.0,1,1,15000.0
3073,107308,"45,021685512470434",7.6417387962341,Torino,"45,074094242798374","7,699438476562477",Torino,13.0,3,1,9500.5
3075,107314,"45,07400551292483",7.40341186523437,Avigliana,"45,03786654408346","7,6509441375732195",Torino,14.0,3,1,12500.5
3077,107321,"45,083377032572706",7.66981959342956,Torino,"45,05552502554628","7,662255764007568",Torino,11.0,1,9,7500.5
3078,107327,"45,38693545094891",7.68295898437497,Castellamonte,"45,04714544631462","7,681414031982399",Torino,3.0,3,1,1750.5
3080,107336,"45,21112691289384",7.96585693359372,Torrazza Piemonte,"45,06485002408874","7,706304931640602",Torino,9.0,3,1,5500.5
3081,107338,"45,042051333357946",7.66433372497556,Torino,"45,06990004497565","7,663135528564453",Torino,15.0,1,5,15000.0
3082,107341,"45,02828283025324",7.66959085464475,Torino,"45,03725244599224","7,67416133880613",Torino,6.0,1,11,3250.5
3085,107350,"45,07767639727237",7.63650119304657,Torino,"45,07079103832252","7,5340622663497925",Rivoli,6.0,1,5,3250.5
3086,107353,"45,08188466225595",7.69405603408813,Torino,"45,12011340565925","7,73137092590332",Torino,8.0,1,2,4250.5
3087,107355,"45,057089788053275",7.67780914306638,Torino,"45,07336688306213","7,699309730529762",Torino,7.0,3,11,3750.5
3088,107368,"45,074050972671564",7.66424059867858,Torino,"45,05271311877444","7,681465744972229",Torino,14.0,3,5,12500.5
3091,107374,"45,067888657646414",7.65212430953977,Torino,"45,067536305675226","7,679209256172157",Torino,4.0,1,5,2250.5
3092,107378,"45,03974670466682",7.64351978301999,Torino,"45,07373056408741","7,699438476562477",Torino,8.0,3,9,4250.5
3093,107389,"45,03768458978056",7.68141403198239,Torino,"44,94675646506116","7,631632232665993",Vinovo,15.0,1,2,15000.0
3095,107398,"45,06310454775374",7.67522625625133,Torino,"45,05249710404515","7,681581079959869",Torino,4.0,3,9,2250.5
3096,107400,"45,19762596139055",7.89914503097531,Chivasso,"45,052159520714135","7,681419396400429",Torino,14.0,3,1,12500.5
3097,107402,"45,00012897586007",7.67077102661141,Moncalieri,"45,06818417697972","7,694932365417458",Torino,4.0,3,1,2250.5
3098,107408,"44,95720633573485",7.62044548988342,Vinovo,"45,07079831992879","7,68737926483152",Torino,15.0,1,1,15000.0
3100,107414,"45,07454883793251",7.62167587280271,Torino,"45,06424379357858","7,679997825622536",Torino,6.0,1,5,3250.5
3101,107417,"45,19758060005035",7.79282226562497,Volpiano,"45,07333657620553","7,69737854003904",Torino,8.0,3,1,4250.5
3102,107430,"44,90166387432801",7.21054687500009,Pramollo,"45,02531033979916","7,66965522766111",Torino,5.0,3,2,2750.5
3103,107434,"45,150679081928445",7.65488017641473,Borgaro Torinese,"45,09000292084854","7,657553100585915",Torino,3.0,3,2,1750.5
3104,107445,"45,06826752831038",7.64574065208432,Torino,"45,03701741905304","7,6748050689698175",Torino,3.0,3,1,1750.5
3105,107446,"44,98499680135288",7.37783432006835,Cumiana,"45,06275850165872","7,670470619201637",Torino,15.0,1,1,15000.0
3106,107451,"45,140457126147865",7.77050628662107,Settimo Torinese,"45,07285166431444","7,621847534179665",Torino,2.0,1,2,1250.5
3107,107453,"44,99375603232056",7.71265640258798,Moncalieri,"45,086185242119114","7,688452148437477",Torino,5.0,3,1,2750.5
3109,107462,"45,08141497419265",7.66889691352844,Torino,"45,06858796752214","7,67795205116272",Torino,15.0,1,9,15000.0
3110,107470,"45,05824176466029",7.69154205322263,Torino,"45,06388005218662","7,681757354736305",Torino,9.0,1,9,5500.5
3111,107476,"45,069510206461096",7.6933015823364,Torino,"45,08945755379489","7,659613037109352",Torino,6.0,1,9,3250.5
3112,107484,"45,05997187618051",7.68656730651855,Torino,"45,06974728965506","7,694892883300781",Torino,3.0,3,11,1750.5
3113,107492,"45,33072955821427",7.72411823272705,Rivarolo Canavese,"45,089842257712384","7,659240961074829",Torino,6.0,3,1,3250.5
3115,107494,"45,07253941670448",7.64105290174484,Torino,"45,03748208148435","7,651709318161011",Torino,2.0,3,1,1250.5
3116,107495,"45,03477324224523",7.64002218246457,Torino,"45,04944977696494","7,680040740966774",Torino,7.0,3,5,3750.5
3117,107497,"45,07442761291698",7.69167079925534,Torino,"45,06827510569802","7,6948894500732195",Torino,2.0,3,9,1250.5
3118,107502,"45,07086870306944",7.53280162811279,Rivoli,"45,08982900228761","7,659240961074829",Torino,6.0,3,1,3250.5
3119,107510,"45,123018220526035",7.81685485839841,Castiglione Torinese,"45,066183708581804","7,6887954711913835",Torino,5.0,1,1,2750.5
3121,107524,"45,10013671105956",7.7435500860214,Torino,"45,05205719705883","7,681456947326637",Torino,3.0,3,1,1750.5
3122,107526,"45,05178652352143",7.74574757146183,Torino,"45,05236037772722","7,681950473785378",Torino,6.0,3,1,3250.5
3123,107537,"45,23283275420734",7.59429931640625,Ciriè,"45,03186174658951","7,644506835937477",Torino,12.0,3,2,8500.5
3125,107546,"45,05157210464639",7.6551927566528,Torino,"45,05290609888022","7,641760253906227",Torino,15.0,1,2,15000.0
3126,107565,"45,31635776684614",8.40570693835616,Vercelli,"45,068019663770464","7,6943135261535645",Torino,12.0,3,1,8500.5
3127,107568,"44,39832694487405",7.81769170761106,Mondovì,"45,068305415238655","7,694975280761696",Torino,2.0,3,1,1250.5
3128,107573,"45,14723748273506",7.75711669921872,Settimo Torinese,"45,06485002408877","7,654119873046852",Torino,4.0,1,4,2250.5
3129,107575,"45,07107801850819",7.67492115497589,Torino,"45,072108217888","7,6644980907440185",Torino,15.0,1,11,15000.0
3130,107579,"44,847228319316514",7.72743344306945,Carmagnola,"45,08984320452833","7,659330815076828",Torino,6.0,3,1,3250.5
3131,107580,"45,05852979466587",7.67206720338435,Torino,"45,04966201327704","7,6739038467407",Torino,6.0,3,11,3250.5
3132,107582,"45,048358263491906",7.35611572265622,Giaveno,"45,070911975605696","7,663046264648415",Torino,9.0,1,2,5500.5
3134,107586,"45,037929386358186",7.67083078622818,Torino,"45,07752853609787","7,65621542930603",Torino,2.0,1,5,1250.5
3135,107588,"45,07515495915275",7.64133110046384,Torino,"45,1125402032304","7,6709426879882585",Torino,9.0,1,1,5500.5
3136,107591,"45,05784228144823",7.64704227447509,Torino,"45,0525492129361","7,664720714092255",Torino,6.0,1,9,3250.5
3137,107599,"45,05054884934591",7.67692937850949,Torino,"45,03732067943898","7,674247169494606",Torino,3.0,1,11,1750.5
3139,107617,"45,13658227460164",7.76810302734372,Settimo Torinese,"45,05126891979924","7,659613037109352",Torino,5.0,6,2,2750.5
3140,107625,"45,05766577925778",7.65811100006101,Torino,"45,06463565419539","7,662442016601517",Torino,3.0,1,9,1750.5
3141,107634,"45,110874445212765",7.77642860412595,San Mauro Torinese,"45,06401645547981","7,678753280639626",Torino,3.0,1,1,1750.5
3142,107640,"45,272287013413035",7.82269134521482,Foglizzo,"45,04820666275101","7,668367767333962",Torino,5.0,1,1,2750.5
3143,107641,"45,08898380449669",7.6791912317276,Torino,"45,05240349759413","7,681540846824646",Torino,4.0,3,1,2250.5
3144,107642,"45,10535751635029",7.66631662845611,Torino,"45,068777400850415","7,667298316955566",Torino,8.0,1,1,4250.5
3145,107648,"44,9293213839463",7.61043548583984,Piobesi Torinese,"45,03761096629812","7,651569843292236",Torino,3.0,3,2,1750.5
3146,107650,"45,06921469398348",7.6953186035156,Torino,"45,09012411281997","7,659269714355446",Torino,3.0,3,1,1750.5
3147,107656,"45,12991069959783",7.7680903673172,Settimo Torinese,"45,06785580180592","7,685792148113251",Torino,6.0,3,1,3250.5
3149,107677,"45,04520488534273",7.64502182006833,Torino,"45,06806293846371","7,676264190673805",Torino,2.0,1,1,1250.5
3150,107682,"44,63641403674046",7.49610900878906,Saluzzo,"45,067845382821204","7,69443154335022",Torino,3.0,3,1,1750.5
3153,107688,"45,05590747214013",7.62768402099607,Torino,"45,06814628997109","7,694320821762062",Torino,2.0,3,1,1250.5
3154,107690,"45,02421836576443",7.65437736511228,Torino,"45,06818417697974","7,694460296630837",Torino,4.0,3,5,2250.5
3156,107696,"45,087157024575845",7.73493289947509,Torino,"45,06712552109618","7,590136528015137",Grugliasco,5.0,3,2,2750.5
3157,107699,"45,01663935741156",7.65078663825988,Torino,"45,07285991573956","7,698765993118286",Torino,13.0,3,1,9500.5
3159,107727,"45,071702171758695",7.5439167022705,Rivoli,"45,06330631357988","7,661547660827637",Torino,5.0,3,1,2750.5
3160,107729,"45,06724457175431",7.6788391113281,Torino,"45,02676627277748","7,6709426879882585",Torino,4.0,3,1,2250.5
3161,107733,"45,05032903655928",7.65982761383065,Torino,"45,06779015086244","7,69463195800779",Torino,14.0,3,11,12500.5
3162,107736,"45,021975878637214",7.67772674560546,Torino,"45,052741541704414","7,680773735046387",Torino,9.0,3,5,5500.5
3164,107756,"45,0610146664083",7.68909072561655,Torino,"45,047084804780574","7,67416133880613",Torino,4.0,3,1,2250.5
3166,107783,"45,18997366910207",7.85412597237154,Chivasso,"45,031032922839884","7,6517372141825035",Torino,4.0,3,1,2250.5
3167,107787,"45,147237482735",7.77496948242185,Settimo Torinese,"45,013661542889004","7,61772766113279",Torino,2.0,3,1,1250.5
3168,107788,"44,99501769615899",7.63520300388336,Nichelino,"45,069273713193255","7,68842875957489",Torino,5.0,3,1,2750.5
3169,107789,"45,07309412077428",7.56279602050779,Collegno,"45,06057596188907","7,690254592895599",Torino,15.0,1,5,15000.0
3170,107803,"44,990114032070466",7.45224609374997,Piossasco,"45,036714157059926","7,633520507812477",Torino,4.0,3,6,2250.5
3171,107811,"44,59776323910689",7.86767327788766,Narzole,"45,04824068960666","7,678409099644341",Torino,14.0,3,1,12500.5
3173,107818,"45,46639130966521",7.88681030273437,Ivrea,"45,06763700272784","7,694978713989258",Torino,2.0,3,1,1250.5
3177,107830,"45,1072701841996",7.9425109863281,Berzano di San Pietro,"45,063516308480274","7,67364635467527",Torino,15.0,1,1,15000.0
3179,107836,"45,138519733290025",7.05399169921872,Susa,"45,06148536358518","7,678023719787575",Torino,3.0,3,1,1750.5
3180,107838,"44,718441276800455",8.28695297241211,Canelli,"45,062366628174836","7,6746368408203125",Torino,5.0,3,1,2750.5
3182,107849,"45,05102637076432",7.70621910095212,Torino,"45,471716178683806","9,299794578552223",Segrate,15.0,2,2,15000.0
3183,107854,"45,0748649986375",7.64163494110107,Torino,"45,111052905235326","7,670989036560059",Torino,9.0,1,2,5500.5
3184,107859,"44,9514338577504",7.50953807830808,Volvera,"45,07363964404806","7,699953460693337",Torino,5.0,3,1,2750.5
3185,107869,"44,86805252784764",7.33419800642877,Pinerolo,"45,06581997953317","7,666479492187477",Torino,15.0,1,6,15000.0
3186,107872,"45,11520750294172",7.65609741210937,Torino,"45,068244796141336","7,692572021484352",Torino,15.0,3,5,15000.0
3188,107887,"44,38693463640087",8.01793616149905,Ceva,"45,05714822874668","7,7015808105468295",Torino,6.0,3,1,3250.5
3189,107895,"45,046031443441464",7.67027422785759,Torino,"45,179993091108656","7,654978930950165",Caselle Torinese,4.0,1,2,2250.5
3191,107904,"45,04598785649664",7.67047405242919,Torino,"45,0361666816374","7,653951644897461",Torino,6.0,1,1,3250.5
3192,107906,"45,042635056811584",7.6727129459382,Torino,"45,05092783492509","7,680566453933807",Torino,9.0,3,1,5500.5
3193,107916,"45,068641008917346",7.68008172512054,Torino,"45,06857944300761","7,701130360364914",Torino,4.0,3,5,2250.5
3194,107922,"45,066852729021235",7.7164363861083896,Torino,"45,063244594181405","7,701929283142135",Torino,6.0,6,2,3250.5
3195,107923,"45,06110510143187",7.68009996361797,Torino,"45,05869867605327","7,649130105710356",Torino,4.0,1,11,2250.5
3198,107935,"44,98780950509439",7.8736138343811,Riva presso Chieri,"45,07350545332417","7,69967794418335",Torino,15.0,3,6,15000.0
3199,107941,"45,030411925676134",7.65351042151451,Torino,"45,07244612700945","7,6973967254161835",Torino,3.0,3,5,1750.5
3200,107942,"44,70386087242133",8.0249084472656,Alba,"45,07454883793251","7,692572021484352",Torino,5.0,3,1,2750.5
3201,107945,"45,0714878275619",7.72201194763181,Torino,"45,067911389957075","7,694074058532806",Torino,2.0,3,9,1250.5
3204,107951,"44,71335701351698",7.7398681640625,Cavallermaggiore,"45,06969963673288","7,684332275390602",Torino,3.0,1,1,1750.5
3205,107952,"45,06624651974936",7.70004272460937,Torino,"45,07357903060813","7,671972656249977",Torino,6.0,1,3,3250.5
3206,107956,"45,058908687877775",7.71905078887937,Torino,"45,06066690270959","7,6770366668700944",Torino,15.0,1,10,15000.0
3207,107957,"45,013395744753055",7.62423276901245,Torino,"45,06196650085847","7,677512168884277",Torino,5.0,1,2,2750.5
3208,107961,"44,8510597371452",7.34787597656247,Osasco,"45,054179427986334","7,659613037109352",Torino,8.0,1,1,4250.5
3209,107963,"45,06863251400973",7.68356323242187,Torino,"45,06872974711961","7,691198730468727",Torino,2.0,1,5,1250.5
3210,107964,"44,64428982445021",7.49432374723255,Saluzzo,"45,061552028791475","7,669775340333558",Torino,6.0,1,1,3250.5
3211,107967,"45,02783165860293",7.64384164810189,Torino,"45,0320892125216","7,669483566284271",Torino,2.0,3,5,1250.5
3212,107969,"44,99234758499102",7.71926879882812,Moncalieri,"45,08430394441461","7,65472412109375",Torino,3.0,1,4,1750.5
3213,107971,"45,06263822797218",7.71652221679687,Torino,"45,05529486612396","7,692077653482556",Torino,15.0,1,5,15000.0
3214,107977,"45,026465147868656",7.66631126403808,Torino,"45,06757798182805","7,589489364624001",Grugliasco,15.0,3,5,15000.0
3215,107981,"45,00321466733204",7.67038747072217,Moncalieri,"45,062091623346525","7,678495788574196",Torino,15.0,1,1,15000.0
3216,107983,"45,30875830865037",8.01872863769529,Cigliano,"45,07824607737591","7,652832412719704",Torino,14.0,1,1,12500.5
3217,107985,"45,00232360036753",7.66469657421112,Moncalieri,"45,059077607625845","7,6749587059021",Torino,2.0,1,1,1250.5
3218,107986,"45,074645577131584",7.55289454304147,Rivoli,"45,062170419020646","7,678255480065104",Torino,3.0,1,4,1750.5
3219,107988,"45,08509442990182",7.67202630043027,Torino,"45,07783696838858","7,687288069725014",Torino,15.0,1,2,15000.0
3220,107995,"44,49959086971743",7.57844465319067,Centallo,"45,06104740538718","7,677360246889293",Torino,7.0,1,1,3750.5
3223,108005,"45,30387083299528",7.38899230957031,Mezzenile,"45,04757212585146","7,642021179199219",Torino,2.0,1,2,1250.5
3224,108006,"45,13846297274112",7.77533426284787,Settimo Torinese,"45,062394750816395","7,678581619262673",Torino,5.0,1,4,2750.5
3226,108012,"45,238455005116094",8.02322358707897,Saluggia,"45,061758105532455","7,67735144957112",Torino,4.0,1,1,2250.5
3228,108019,"45,57692084011545",8.64518709182721,Bellinzago Novarese,"45,06775984104857","7,694932365417458",Torino,4.0,3,1,2250.5
3230,108021,"44,83237269826251",8.24137687683105,Montegrosso d'Asti,"45,0684811742066","7,67420768737793",Torino,3.0,1,4,1750.5
3233,108024,"45,73443114017808",7.32247009277352,Aosta,"45,06081847042238","7,67789497375486",Torino,3.0,2,4,1750.5
3234,108025,"44,862751069992534",8.34274291992187,Rocchetta Tanaro,"45,07627481577438","7,6856231689453125",Torino,15.0,1,1,15000.0
3235,108029,"44,644407038539434",7.66227722167968,Savigliano,"45,05954383803451","7,678070068359375",Torino,5.0,3,2,2750.5
3236,108030,"45,15595389911356",7.86972656249997,San Raffaele Cimena,"45,036714157059926","7,667852783203102",Torino,2.0,1,4,1250.5
3237,108031,"45,04195497287223",7.66966938972473,Torino,"45,05537533857565","7,6798564195632935",Torino,15.0,1,9,15000.0
